192	192	876.txt	complete sample of 192 participants to evaluate the
180	180	428.txt	radiological features in 180 patients with PA using
167	167	880.txt	sample consisted of 167 people from Russia and
166	166	1334.txt	10 out of 166 users who shared a
164	164	428.txt	"surgical treatment of 164 patients (104 - men,"
162	162	701.txt	a total of 162 people trying the VIIVA
160	160	202.txt	Hz 128 Hz 160 Hz  Subjects 8 8 8
150	150	820.txt	was 90 to 150 participants aged 17 and
150	150	192.txt	multimodal recordings of 150 participants in emotionally colored
141	141	959.txt	"A total of 141 students participated, with 28"
138	138	428.txt	"Internal Medicine Doctor 138 patients were examined, 13"
134	134	390.txt	here feedback from 134 participants who filled questionnaires
134	134	390.txt	a total of 134 participants in two distinct
132	132	777.txt	large database of 132 subjects for training and
130	130	937.txt	"Advisor System where 130 participants (91 women, 38"
128	128	665.txt	or greater 256 128 240  User deﬁned 0.1–100 0.2–43
127	127	1378.txt	were collected from 127 subjects while taking PCPT
127	127	1378.txt	collected from the 127 subjects were saved in
127	127	1378.txt	been collected from 127 subjects taking two scientifically
127	127	1124.txt	clinical trial involving 127 patients was conducted by
126	126	1077.txt	eye tracking from 126 subjects for assessing information
123	123	937.txt	tested sample of 123 student participants (M = 22.67
123	123	1373.txt	video sequences from 123 subjects aged 18–30 years.
120	120	833.txt	a study of 120 participants in which they
120	120	1422.txt	there were around 120 million people over 65 years
120	120	1321.txt	a sample of 120 participants aged 65 or
120	120	1137.txt	able to include 120 ED participants and 60 controls.
119	119	820.txt	Optimal Player Experience  119 participants were advised to
119	119	763.txt	a dataset of 119 subjects and 64 channels.
116	116	262.txt	and then the 116 participants were clustered into
116	116	262.txt	EEG data from 116 participants were assembled into
115	115	1119.txt	WHO expects that 115 million people will have Alzheimer’s
112	112	959.txt	Of the total 112 participants in the study
112	112	959.txt	"a total of 112 participants (30 males, 82"
109	109	544.txt	EEG signals of 109 healthy subjects which were collected
109	109	22.txt	was achieved for 109 subjects using wavelet domain
109	109	22.txt	a population of 109 subjects using the PSD-based
109	109	1378.txt	the data collected 109 subjects are actually 9156
109	109	1378.txt	Each of the 109 subjects has 17 EEG
109	109	1365.txt	EEG dataset of 109 users recorded for 60
108	108	979.txt	"108 healthy and 108 schizophrenic patients observed emotional images,"
108	108	973.txt	Already today some 108 users are registered on
108	108	962.txt	were gathered from 108 participants during open resting
108	108	930.txt	set collected from 108 subjects during eyes-closed and
106	106	1307.txt	a total of 106 subjects [32]. This study
105	105	428.txt	study made on 105 patients with „dry eye”
105	105	1154.txt	Participants In total 105 VG players participated in this
104	104	554.txt	9 out of 104 subjects were excluded on
102	102	22.txt	larger population of 102 users in [35]. A
102	102	22.txt	a database of 102 subjects [31]–[35]. One possible
102	102	1112.txt	to see that 102 patients had a cardiac
100	100	632.txt	contains images of 100 college students between 18 and
100	100	1291.txt	originally rated by 100 college students on a valence
100	100	1196.txt	a lecture to 100 students is replaced by
100	100	1119.txt	"estimated to affect 100 million people worldwide [16,17]. PAH"
99	99	777.txt	This study used 99 subjects and the algorithm
98	98	530.txt	paradigm out of 98 subjects 92% were able
97	97	148.txt	to thank all 97 participants who voluntarily contributed
97	97	1031.txt	video sequences for 97 subjects -Twenty-one subjects watched
96	96	833.txt	"to achieve the 96 total participants targeted. However, several"
93	ninety-three	621.txt	Two hundred and ninety-three people living with paralysis
93	93	1334.txt	sleep sessions from 93 users for the analysis.
92	92	454.txt	genetic profile the 92 participants were assigned to
92	92	1314.txt	"A total of 92 participants were tested, but"
90	90	820.txt	was conducted with 90 participants playing three game
90	90	820.txt	"Optimal Player Experience  90 player experience research (Nacke,"
90	90	1332.txt	a total of 90 participants were recruited for
90	90	12.txt	QRS segments of 90 subjects in resting state
86	86	351.txt	were obtained on 86 subjects were 84% and
86	86	351.txt	the experiment included 86 subjects (72 aforementioned information
86	86	351.txt	"the experiment included 86 subjects males, 14 females)"
85	85	955.txt	1 in every 85 people or around 120
85	85	740.txt	dataset consisted of 85 participants with complete SCR
85	85	382.txt	affecting 1 in 85 people globally [7]. Within
85	85	1150.txt	to four for 85 participants during the competition.
85	85	1119.txt	affecting 1 in 85 people globally [68]. With
84	84	428.txt	surgical treatment in 84 patients with deformities after
84	84	1374.txt	7 User User 84 User 95 User User
82	82	777.txt	PSG recordings from 82 subjects and determined that
80	80	213.txt	20 40 60 80 100  Subject 6  Subject 7
80	80	213.txt	20 40 60 80 100  Subject 6  Subject 7
80	80	213.txt	20 40 60 80 100  Subject 14 BL MV
80	80	213.txt	20 40 60 80 100  Subject 11  Subject 12
80	80	213.txt	20 40 60 80 100  Subject 11  Subject 12
80	80	213.txt	20 40 60 80 100  Subject 10  0.6  0.5
80	80	213.txt	20 40 60 80 100  Subject 10  0.6  0.5
80	80	213.txt	20 40 60 80 100  Subject 10  0.5 0
80	80	1232.txt	A total of 80 male volunteers aged between 18
80	80	1012.txt	"in 2014 involving 80 people aged 65–95s, applied"
77	Seventy-seven	997.txt	Participants and Design Seventy-seven students at the University
76	Seventy-six	997.txt	Participants and Design Seventy-six students at the University
75	75	22.txt	Another group of 75 subjects was used as
75	75	1373.txt	still images of 75 subjects with 720 ×
74	74	997.txt	final sample of 74 participants (54 females and
73	73	974.txt	that 23 of 73 participants could not be
73	73	961.txt	humansubjects experiment with 73 participants validated the ability
72	seventy two	797.txt	One hundred and seventy two people completed the experiment
71	71	880.txt	Participants Participants were 71 people from Russia and
70	70	777.txt	and more than 70 million people in United States
70	70	555.txt	EEG tests in 70 subjects and measured the
70	70	22.txt	A population of 70 subjects was used for
70	70	1036.txt	set for each 70 patient that is covering
69	sixty-nine	876.txt	a sample including sixty-nine adults participants composed of fourty-two
69	69	937.txt	of SLC6A4 in 69 patients with major depression.
69	69	820.txt	and stress across 69 participants (no demographic information
69	69	3.txt	Taiwan in which 69 students used either clickers
69	69	1351.txt	"six out of 69 subjects met it, but"
68	68	468.txt	Learning styles of 68 participants were assessed via
68	68	387.txt	A total of 68 university students have participated in
67	67	428.txt	Results  Of our 67 patients – the mean
67	67	133.txt	system validated by 67 patients monitored at smart
66	66	913.txt	A total of 66 participants were randomized into
65	65	918.txt	a total of 65 people who did the
65	65	1170.txt	a total of 65 people who did the
65	65	1152.txt	cohort consisted of 65 students of Psychology and
65	65	1140.txt	SNR for all 65 players was 4.80 [interquartile
65	65	1140.txt	A total of 65 male players (20.9 ± 2.3
64	64	1356.txt	2017  Hand exoskeleton  64 stroke patients  Motor imagery  Hand
64	64	1233.txt	A total of 64 volunteer male participants (32
64	64	1233.txt	A total of 64 participants were competed in
64	64	1112.txt	out of the 64 participants to participate in
64	64	1112.txt	A total of 64 participants (28 female) successfully
63	63	808.txt	"fMRI study of 63 patients with focal epilepsy,"""
63	63	1008.txt	a group of 63 healthy users and on 42
62	sixty-two	679.txt	both devices with sixty-two participants measuring the player
62	62	1384.txt	was tested with 62 people in order to
62	62	12.txt	of data from 62 people and 494 hours
62	62	1149.txt	pupillary diameter of 62 Caucasian participants (M = 31;
61	61	428.txt	the treatment of 61 patients with uro-oculo-synovial syndrome
61	61	406.txt	a study where 61 subjects steered the MRC
61	61	1353.txt	experimental group includes 61 participants (19 women and
61	61	1353.txt	conducted in which 61 users performed a normal
61	61	1314.txt	A total of 61 participants (48 female) between
61	61	1154.txt	age of these 61 participants was 24.28 and
60	60	830.txt	Seven of the 60 participants recognized they were
60	60	827.txt	A total of 60 people (50% men and
60	60	390.txt	and Neuroscience  7  60 People (%)  People (%)
60	60	1146.txt	stimulus We recruited 60 college students through posters placed
60	60	1092.txt	A total of 60 people (33 males and
59	59	1092.txt	was performed on 59 subjects for the eye
58	58	1385.txt	contains data from 58 subjects who watched 36
58	58	1365.txt	EEG signals of 58 users were collected while
58	58	1231.txt	multimodal database from 58 participants for implicit personality
57	57	428.txt	"carried out on 57 patients 75  Nr.3 (303),"
56	56	830.txt	Eight of the 56 participants recognized they were
56	56	1123.txt	Ventures experience allowed 56 students to be exposed
55	55	58.txt	were collected from 55 subjects for testing; their
55	55	58.txt	Testing Data from 55 Subjects 93.02% (Normalized) The
55	55	58.txt	"a total of 55 subjects (25 male, 30"
55	55	58.txt	"a total of 55 subjects (25 male, 30"
55	55	1137.txt	require at least 55 ED participants and respective controls
54	54	895.txt	40 of the 54 subjects initially selected were
54	54	680.txt	large group of 54 stroke patients in using an
54	54	345.txt	short questionnaire from 54 participants (avg. age of
54	54	232.txt	a total of 54 unique user responses (18 users
54	54	1357.txt	on at least 54 subjects and three different
53	53	833.txt	that at least 53 participants rated each subset
53	53	830.txt	Six of the 53 participants recognized they were
53	53	1231.txt	speech corpus of 53 students from both sexes
52	52	959.txt	"rights as a  52 participant in the study,"
52	52	428.txt	We have studied 52 patients who were treated
52	52	357.txt	each group comprising 52 participants (N = 260).
52	52	1394.txt	an experiment with 52 participants to study the
52	52	1374.txt	User 41 User 52 User User 63 User User
52	52	1305.txt	Range 13 to 52 d Participants were asked whether
51	51	833.txt	more of the 51 participants were included in
50	50	77.txt	were collected on 50 participants following the viewing
50	50	724.txt	data collected from 50 participants (eight female and
50	50	724.txt	case study on 50 participants was conducted in
50	50	696.txt	experiment We find 50 subjects to conduct the
50	50	607.txt	on some users 50 MCI patients Considered for statistical
50	50	59.txt	a total for 50 participants for intervention and
50	50	37.txt	This study employed 50 healthy participants into two groups
50	50	357.txt	In the next 50 minutes participants will be given
50	50	356.txt	"a group of 50 participants took part,  New"
50	50	278.txt	EEG recording of 50 subjects stored in a
50	50	221.txt	four groups of 50 participants (n = 200)
50	50	22.txt	a population of 50 subjects the reported recognition
50	50	21.txt	each of the 50 test subjects saw a sequence
50	50	144.txt	small test with 50 users randomly selected in
50	50	1412.txt	disorder and around 50 million people worldwide suffer from
50	50	1384.txt	testing it on 50 people to distinguish behaviors
50	50	1370.txt	classification ratios for 50 subjects were 78.4% and
50	50	1334.txt	which more than 50 users participated. Figure 8.2
50	50	1268.txt	which affects approximately 50 million people globally including 3
50	50	1176.txt	further executed on 50 volunteers moving in the
50	50	1135.txt	"A total of 50 subjects were rated, with"
50	50	1098.txt	a study with 50 participants comparing the optimized
50	50	1012.txt	the software recorded 50 million users [14]. Another important
49	49	742.txt	each fold has 49 subjects for training and
49	49	1372.txt	assess stress in 49 participants [29]. Samples of
48	48	937.txt	48 female and 48 male subjects participated in a
48	48	936.txt	"sample size of 48 participants (29 males, 19"
48	48	1392.txt	the EEGs of 48 participants are used to
48	48	1271.txt	series in which 48 participants donned wearable EEG
48	48	1079.txt	of the remaining 48 participants data to determine
47	47	1333.txt	our sample of 47 participants and a 2-way
46	46	936.txt	keyboard sample contains 46 participants and the instrumented
46	46	936.txt	"sample size of 46 participants (18 males, 28"
46	46	55.txt	EEG data of 46 subjects were recorded while
46	46	1422.txt	the list of 46 subjects who replied to
46	46	1334.txt	7 out of 46 participants (15%) did not
46	46	1156.txt	we will recruit 46 participants in each group.
45	45	542.txt	"Performance There were 45 subjects in total, divided"
45	45	542.txt	"Performance There were 45 subjects in total, divided"
45	45	499.txt	each visual representation 45 subjects were tested with
45	45	291.txt	brain signals of 45 volunteers as they read
45	45	1407.txt	44 of the 45 tested participants were able to
45	45	1374.txt	were derived from 45 subjects and a representative
45	45	1368.txt	and Findings The 45 participants (17 women and
45	45	1368.txt	A total of 45 users attended the VEDILS
45	45	1327.txt	brain signals of 45 volunteers as they read
45	45	1316.txt	Participants  We recruited 45 subjects (15 users and
44	forty-four	994.txt	a study involving forty-four people has been carried
44	forty-four	994.txt	A group of forty-four people had to watch
44	44	876.txt	"taking for selfassessments  44 participants (22 male, 22"
44	44	701.txt	participant responses which 44 people completed (Bradley and
44	44	170.txt	We randomly selected 44 elderly participants aged 60–70 years.
44	44	170.txt	Home C yielded 44 elderly patients with MCI. We
43	43	221.txt	study consisted of 43 healthy people aged between 16
43	43	221.txt	physiological signals from 43 participants while viewing the
43	43	1378.txt	EEG signals of 43 students were decomposed using
42	42	526.txt	A total of 42 female subjects (mean age: 22.4
42	42	428.txt	have classified our 42 patients according to the
42	42	173.txt	"A total of 42 female subjects (mean age: 22.4y,"
42	42	1259.txt	the algorithm on 42 subjects in clinical and
42	42	1259.txt	of specifically selected 42 test subjects and final evaluation
42	42	1259.txt	dataset obtained from 42 subjects with 1–3 tests
42	42	1259.txt	"was collected from 42 patients (27 male, 15"
42	42	1231.txt	and personality of 42 participants using physiological data
42	42	1085.txt	will consist of 42 patients who had a
42	42	1085.txt	total sample of 42 participants (21 in EG
42	42	1072.txt	structured interviews with 42 players to investigate their
42	42	1008.txt	only 2 out 42 patients failed the training.
42	42	1008.txt	2 out of 42 patients located in the
41	41	890.txt	method resulted in 41 participants with English L2
41	41	84.txt	were collected for 41 participants in the SP
41	41	170.txt	images obtained from 41 patients with MCI were
41	41	170.txt	analysis of the 41 research subjects revealed a significant
41	41	1407.txt	quartile of all 41 patients tested during the
40	40	929.txt	The study enrolled 40 healthy subjects (aged 24 ±
40	40	830.txt	contained data from 40 subjects and 132 ICs.
40	40	715.txt	was available for 40 participants on the first
40	40	596.txt	was conducted on 40 patients which were randomly
40	40	535.txt	betweengroup experiment involving 40 participants who were asked
40	40	415.txt	ACQUISITION There were 40 subjects voluntarily involved in
40	40	414.txt	rsfMRI scans from 40 obese subjects (including 20 BED
40	40	357.txt	Our study implicates 40 healthy participants in 2 groups:
40	40	268.txt	recordings acquired from 40 users exposed to Google
40	40	268.txt	patterns compiled from 40 users via the Tobii
40	40	268.txt	811 samples from 40 subjects is curated via
40	40	268.txt	30 of the 40 users who participated in
40	40	26.txt	and personality of 40 participants with the registration
40	40	257.txt	sleep recordings on 40 healthy subjects (one night per
40	40	140.txt	classification accuracy for 40 healthy subjects with all data
40	40	1385.txt	contains data of 40 participants who watched 16
40	40	1379.txt	out of total 40 subjects with the exemption
40	40	1369.txt	the As the 40 subjects viewed the affective
40	40	1369.txt	subject appraisal was 40 university students agreed to participate
40	40	1369.txt	clinical Subjects  Number 40 Subjects Age 22.475 ±
40	40	1369.txt	The EEGs of 40 healthy volunteer students from the
40	40	1369.txt	The EEGs of 40 healthy volunteer students from the
40	40	1352.txt	Participants We recruited 40 subjects (30 males and
40	40	1321.txt	to randomly assign 40 participants to each of
40	40	1315.txt	expect that recruiting 40 participants in each group
40	40	1153.txt	we randomly allocated 40 participants into either a
40	40	1117.txt	A sample of 40 participants from the palliative
39	39	93.txt	qualitative investigation with 39 selected participants at the TED
39	39	740.txt	A total of 39 participants (28 male and
38	38	830.txt	contained data from 38 subjects and 118 ICs
38	38	1149.txt	brain waves of 38 Caucasian participants (M = 19;
37	thirty-seven	1231.txt	affective videos and thirty-seven participants watched long videos
37	37	830.txt	data from  44  37 subjects and 50 ICs.
37	37	292.txt	A total of 37 participants participated in this
37	37	192.txt	over the same 37 participants used in this
37	37	1137.txt	currently accounting for 37 patients (out of 120)
37	37	1137.txt	collected data on 37 clinical subjects and 16 controls.
37	37	1052.txt	a sample of 37 participants while they were
36	thirty-six	876.txt	sample including only thirty-six ASD participants with a clinical
36	36	830.txt	contained data from 36 subjects and 298 ICs
36	36	1152.txt	cohort consisted of 36 students of Psychology (n
36	36	1148.txt	"Participants We recruited 36 participants for this study,"
36	36	1080.txt	results across the 36 participants indicate that the
36	36	1080.txt	data of the 36 participants show significant differences
36	36	1079.txt	data of the 36 participants showed differences in
36	36	1079.txt	based on the 36 participants  Significant main effects
36	36	1079.txt	based on the 36 participants  Significant main effects
36	36	1079.txt	analysis of the 36 participants we found significant
36	36	1079.txt	analysis of the 36 participants (18 industrial designers
36	36	1079.txt	analysis of the 36 participants (18 industrial designers
36	36	1078.txt	period across the 36 participants and the five
36	36	1078.txt	data of the 36 participants show significant differences
36	36	1078.txt	analysis of the 36 participants (18 mechanical engineers
36	36	1078.txt	analysis of the 36 participants (18 mechanical engineers
36	36	1033.txt	was held with 36 volunteers to validate the
35	35	834.txt	table IV of 35 participants for each of
35	35	834.txt	provided by the 35 participants versus the BigFive-personality-traits
35	35	834.txt	personality traits of 35 participants through the analysis
35	35	834.txt	PARTICIPANTS OUT OF 35 PEOPLE IS MEASURED .
35	35	1301.txt	data recorded from 35 subjects during a steady-state
35	35	1015.txt	consisting of over 35 million users playing 600 million
34	thirty-four	688.txt	collected  6  from thirty-four healthy subjects in this research
34	Thirty-four	688.txt	Subject selection  8  Thirty-four subjects took part in
34	34	944.txt	polysomnographic characteristics of 34 patients with KleineLevin syndrome.
34	34	918.txt	31 32 33 34 35  Participant Index ANN-AllInputs  ANN-GAInputs
34	34	688.txt	were obtained from 34 subjects in this research.
34	34	688.txt	data of the 34 subjects from which to
34	34	428.txt	was made in 34 patients who complained of
34	34	351.txt	were recorded from 34 subjects using 128-channel device
34	34	253.txt	experimental protocols where 34 subjects (18 healthy and
34	34	251.txt	EEG data from 34 participants will be recorded
34	34	191.txt	"A total of 34 students (16 male, 18"
34	34	1329.txt	were recorded while 34 college students viewed three attractive
34	34	1112.txt	we recruited the 34 students who consented to
33	Thirty-three	420.txt	246 247 248  Thirty-three psychology students (26 female) were
33	Thirty-three	1216.txt	and method Participants Thirty-three psychology students were recruited at
33	33	997.txt	sample consisted of 33 participants (23 female) from
33	33	997.txt	"addition to the 33 participants reported above, nine"
33	33	1379.txt	of baseline for 33 subjects with valid data
33	33	1372.txt	signals acquired from 33 participants in closed eye
33	33	1372.txt	A total of 33 volunteers participated in this
33	33	1372.txt	A total of 33 participants related to the
33	33	1365.txt	EEG signals of 33 genuine users were collected while
33	33	1317.txt	hearing abilities of 33 participants in the state
33	33	1317.txt	A total of 33 participants were involved in
33	33	1315.txt	minimum number of 33 participants in each group
33	33	1175.txt	"A total of 33 participants (14 female, 19"
32	thirty-two	758.txt	performed for the thirty-two subject acquisitions. All input
32	32	876.txt	are shown to 32 subject who was instructed
32	32	834.txt	emotional state of 32 participants upon watching on
32	32	830.txt	contained data from 32 subjects and 99 ICs.
32	32	820.txt	A study of 32 male participants (aged 17—32 years
32	32	72.txt	are shown to 32 volunteer participants and their reactions
32	32	710.txt	A total of 32 participants were recruited to
32	32	71.txt	Research Center with 32 volunteer participants diverted in terms
32	32	681.txt	data collected from 32 subjects (17 men with
32	32	632.txt	physiological signals of 32 participants were recorded as
32	32	632.txt	22 of the 32 participants frontal face video
32	32	612.txt	The purpose of  32 university student volunteers with an
32	32	604.txt	DEAP database contains 32 healthy participants who participated in
32	32	591.txt	physiological signals of 32 participants while they watched
32	32	564.txt	are collected from 32 healthy participants (50% males) aged
32	32	536.txt	dataset consists of 32 recorded participants watching 40 music
32	32	50.txt	of up to 32 subjects of different genders
32	32	50.txt	from 26 of 32 subjects and 22 of
32	32	428.txt	carried out on 32 patients with renal symptoms
32	32	38.txt	EEG activity of 32 subjects watching 40 one-minute
32	32	31.txt	physiological signals of 32 subjects (16 males and
32	32	3.txt	A total of 32 students across 16 class
32	32	262.txt	ActiveTwo device from 32 subjects while they were
32	32	259.txt	evaluation study with 32 subjects who used MYND
32	32	238.txt	"Participants Participants were 32 undergraduate students (16 dyads, 10"
32	32	171.txt	physiological signals of 32 participants when watching 40
32	32	1386.txt	physiological signals of 32 participants were recorded as
32	32	1386.txt	EEG dataset from 32 participants also recorded during
32	32	1380.txt	"A total of 32 healthy subjects (females: 16, age:"
32	32	1378.txt	were collected from 32 subjects watching 40 different
32	32	1370.txt	psychological signals from 32 participants stimulated by 40
32	32	1370.txt	psychological signals from 32 participants stimulated by 40
32	32	1301.txt	channel EEG of 32 participants freely exploring an
32	32	1286.txt	coherence scores of 32 participants on their small-world
32	32	1268.txt	bands  DEAP dataset 32 subjects 32 EEG channels
32	32	1268.txt	bands  DEAP dataset 32 subjects 32 EEG channels
32	32	1268.txt	8 peripheral signals  32 subjects  •  •  DEAP
32	32	1252.txt	EEG signals of 32 participants though watching 40
32	32	1241.txt	amplitude data of 32 participants while watching 40
32	32	1160.txt	emotions perceived by 32 participants during video viewing.
32	32	1159.txt	physiological signals of 32 participants when when watching
32	32	1159.txt	physiological signals of 32 participants The The DEAP
32	32	1043.txt	were recorded from 32 participants while each one
32	32	1023.txt	physiological signals of 32 participants were recorded as
32	32	1021.txt	were recorded from 32 people (balance between women
32	32	1021.txt	EEG signals from 32 people and 40 video
32	32	1019.txt	physiological signals of 32 participants were recorded. Each
31	thirty-one	758.txt	based on other thirty-one subjects helped to composite
31	31	830.txt	was counterbalanced with 31 participants receiving the pollution
31	31	830.txt	contained data from 31 subjects and 204 ICs
31	31	830.txt	contained data from 31 subjects and 128 ICs.
31	31	777.txt	of 30 and 31 subjects respectively. The overall
31	31	591.txt	the model on 31 subjects and testing on
31	31	357.txt	study in which 31 participants were asked to
31	31	1407.txt	a sample of 31 healthy participants navigating through a
31	31	1363.txt	Japanese sample of 31 participants to study the
30	30	978.txt	data records from 30 participants (N = 13
30	30	940.txt	A total of 30 subjects were tested for
30	30	937.txt	was recorded from 30 participants who believed to
30	30	937.txt	healthy participants and 30 patients with major depression
30	30	937.txt	A total of 30 subjects performed the letter
30	30	937.txt	"were collected from 30 participants while standing still,"
30	30	894.txt	from 1 to 30 subjects with a leave-onesubject-out
30	30	874.txt	"was collected from 30 healthy participants (66% female, mean"
30	30	873.txt	"was collected from 30 healthy participants (66% female, mean"
30	30	856.txt	were displayed to 30 volunteers with a mean
30	30	834.txt	a dataset with 30 subjects and used Magnetoencephalogram
30	30	83.txt	a total of 30 voluntary participants (15 male and
30	30	82.txt	"A total of 30 volunteer participants, 15 female"
30	30	774.txt	a number of 30 volunteers selected by random
30	30	774.txt	13 out of 30 users thought that the
30	30	772.txt	"this study were 30 college students from Quebec, 6"
30	30	724.txt	of at least 30 participants (Sneed 2006) should
30	30	71.txt	"Research Center with 30 volunteer participants (academics, civil servants,"
30	30	659.txt	the participation of 30 subjects with valid observations
30	30	607.txt	300 measurement of 30 subjects is performed. Considering
30	30	606.txt	A sample of 30 participants took part in
30	30	592.txt	Rate signals of 30 participants have been recorded
30	30	58.txt	"a total of 30 subjects (15 male, 15"
30	30	58.txt	"a total of 30 subjects (15 male, 15"
30	30	526.txt	Based on the 30 subjects which saw Bang!
30	30	526.txt	29 out of 30 subjects mentioned one or
30	30	409.txt	players  All the 30 volunteers performed the entire
30	30	409.txt	The interactions of 30 volunteers with our computer
30	30	409.txt	A total of 30 volunteers aged from 20
30	30	383.txt	data come from 30 participants that were taken
30	30	362.txt	Data Collection The 30 subjects were randomly chosen
30	30	300.txt	16 of the 30 subjects showed negative  98
30	30	259.txt	home study with 30 subjects that used MYND
30	30	249.txt	"convenient sample of 30 volunteers of both sexes,"
30	30	237.txt	local dataset with 30 subjects and achieved the
30	30	231.txt	from 1 to 30 subjects with a leave-one-subject-out
30	30	210.txt	a group of 30 volunteers within an age
30	30	192.txt	includes recordings of 30 participants in response to
30	30	173.txt	Based on the 30 subjects which saw Bang!
30	30	173.txt	29 out of 30 subjects mentioned one or
30	30	171.txt	facial expressions of 30 people when watching 20
30	30	1385.txt	contains data of 30 participants that watched 40
30	30	1374.txt	User 29 User 30 User 31 User 32
30	30	1374.txt	User 29 User 30 User 31 User 32
30	30	1346.txt	A total of 30 subjects are included in
30	30	1332.txt	calculated to contain 30 patients with expected 10
30	30	1313.txt	activation patterns in 30 participants viewing nature vs
30	30	1284.txt	experiment performed on 30 subjects show that when
30	30	12.txt	the study of 30 volunteers that performed different
30	30	1159.txt	physiological of 30of 30 participants [13]. InInthis this
30	30	1131.txt	16 of the 30 subjects showed negative PMBR-Error
30	30	1116.txt	nan  total of 30 volunteer participants consisting of different
30	30	1116.txt	a total of 30 volunteer participants consisting of different
30	30	1008.txt	with more than 30 healthy volunteers providing excellent results
29	twenty-nine	1226.txt	accelerometer data from twenty-nine users as they performed
29	29	715.txt	and 27 of 29 participants on the first
29	29	319.txt	total sample of 29 participants for the study
29	29	1407.txt	eleven of the 29 participants in the overlapping
29	29	1407.txt	building and the 29 participants were required to
29	29	1363.txt	were measured from 29 subjects while watching the
29	29	1363.txt	are measured from 29 subjects of Arabic background
29	29	1137.txt	require at least 29 subjects per group (according
29	29	1060.txt	that 24 of 29 users in O1 and
28	twenty-eight	619.txt	One hundred and twenty-eight students (98 female and
28	28	919.txt	were viewed by 28 subjects on small screen
28	28	919.txt	were viewed by 28 subjects during informal subjective
28	28	919.txt	obtained from the 28 subjects and performed according
28	28	916.txt	from 50 to 28 participants (egocentric strategy =
28	28	895.txt	sample consisted of 28 people for the population
28	28	876.txt	Youtube Chinese films  28 healthy volunteers comprising 12 male
28	28	833.txt	a minimum of 28 participants is necessary to
28	28	66.txt	"EEG data from 28 various students from Firat University,"
28	28	606.txt	means of exposing 28 participants to two conditions:
28	28	553.txt	was collected from 28 male participants at frontal and
28	28	47.txt	84 samples from 28 subjects (3 sessions per
28	28	269.txt	were recorded as 28 users (14 male) recognized
28	28	1378.txt	The participants are 28 undergraduate students whose faces were
28	28	117.txt	was administered to 28 people across two locations
28	28	117.txt	scores of all 28 people (not shown) was
27	twenty-seven	939.txt	a total of twenty-seven subjects participated in the
